,no_5,tweet_id_5,waktu_5,tweet_5,keyword_5,buzzer_5,indicator_5,phrase_5
104,478,1890216372707402018,14/02/2025 8:47:00,"Pemerintah, lo tangkap tuh semua koruptor & pakai uang mereka buat bayar makan siang gratis. Harvry korupsi 300T bs buat makan siang ampe gemoy deh beneran. Jgn uang pendidikan, kesehatan, layanan publik dipangkas. Ckck @prabowo @Gerindra ",makan siang gratis,0,,
105,479,1890216186312589400,14/02/2025 8:47:00,"Udh dibilang, makan gratis di ganti jadi tidur siang aja. lagian pendidikan penting banget buat anak bangsa, tpi kenapa malah dijadiin sekon cois 😔",makan siang gratis,0,,
106,480,1890216042691194964,14/02/2025 8:46:00,"Gw bahkan pernah nganggap kalo mereka bikin program makan siang gratis itu adalah candaan, krna gw langsung sadar itu hal yang sama sekali ga mungkin😭",makan siang gratis,0,,
107,488,1890212494767190304,14/02/2025 8:32:00,"sebenernya masih bisa diselamatin, kalau si bowo gak kemakan gengsiny untuk berhentiin makan siang gratis yang jadi prioritas dia, karena itu banyak makan anggaran karena sudah terlanjur jadi pakek pribahasa ""eloklah takalam di tapia sabalum takalam ditangah""",makan siang gratis,0,,
108,495,1890210600644669669,14/02/2025 8:25:00,"pengen bget ak jawap ""lah makan siang gratis kan hanya omong kosong, itu cmn imajinasi Wowo"" KAYA PLIS DEH??? kok Prabowo gk mikir ini pendanaan buat MBG gimana? bayar hutang gimana?? KAYA, APAAN SIH????",makan siang gratis,0,,
109,508,1890205288575406581,14/02/2025 8:03:00,"Sebenarnya kalau lo mau lebih kritis dikit, flagship program mereka yg makan siang gratis itu bener2 asbun dan ga feasible.
 Lo asumsinya 30% dr penduduk indo yg terima yaitu sekitar 84jt per hari. Dg harga makanan 15rb per pax. Sehari itu butuh 1.26T cuy! Abisin anggaran ga?",makan siang gratis,0,,
110,513,1890202720734441532,14/02/2025 7:53:00,"Kaaannn dari awal udah ada yg kampanyein 1 keluarga 1 sarjana, tapi pada pilih yg makan siang gratis, padahal salah satu alasan jadi negara yg kuat adalah pendidikan yg merata, soalnya kalau rakyat pinter ga bisa di bohongin sih, kalau kenyang kan beg* 🤭",makan siang gratis,0,,
111,517,1890200250058699019,14/02/2025 7:43:00,"lah orang2 yg “miskin” dan “bodoh” aja ga mau perubahan, maunya keberlanjutan dan makan siang gratis, ok gas ok gas",makan siang gratis,0,,
112,527,1890195864418930775,14/02/2025 7:26:00,"Makanya warga miskin harus dijaga tetap miskin. Jangan kasih pendidikan. Jangan disuruh kerja. Kasih aja makan siang gratis setiap hari, nanti jadi nurut.",makan siang gratis,0,,
113,528,1890195699893256600,14/02/2025 7:25:00,"Kalo mereka memang kesian. Pernah nguping obrolan supir angkot, mereka kira program makan siang gratis tu mereka bakal kebagian, mungkin bagi mereka cari makan siang pun sulit. Gue dengernya miris sekaligus sedih, they don't know what's coming for them.",makan siang gratis,0,,
114,529,1890195028636758244,14/02/2025 7:23:00,"ini gak seberapa sama gimana beasiswa dihapus, KIP dipotong untuk pendidikan mereka-mereka yang kalian kasih MAKAN SIANG GRATIS.",makan siang gratis,0,,
115,530,1890195024534811003,14/02/2025 7:23:00,"buat pendidikan, cegah stunting, cegah generasi kurang pintar dari makanan mereka yang dianggap gak mengikuti saran 4 sehat 5 sempurna. tapi ujung-ujungnya kalau mereka gak dapat pendidikan yang baik dari CUMA makan siang GRATIS. buat apa, pak??? apa yang dikhawatirin dari MBG..",makan siang gratis,0,,
116,531,1890194289365508199,14/02/2025 7:20:00,"dari awal jg yg di highlight adalah ""makan siang gratis"" dan keberlanjutan dimana yaudah nerusin dari proker kemarin. kaum lu bener-bener ignorant dan denial apa gimana, sih? gapaham lagi gue.",makan siang gratis,0,,
117,535,1890190455746527392,14/02/2025 7:04:00,"saking gedeg gw pernah misuh ke dia, kita kaya gini tuh gara2 efisiensi dari pemerintah, sdgkan pemerintah malah nambah jumlah stafsus, nambah kementrian, dan kita juga kena dampaknya langsung. makan siang gratis digedein, kita kuliah panas2an, gelap2an, mam nohh 02 lu kan voters",makan siang gratis,0,,
118,536,1890189975788068972,14/02/2025 7:03:00,"Ya emang kalian tolol! Ada yg visi misinya jelas, kampanyenya membuka wawasan, malah pilih yg joget"" gak jelas, yg melanggar konstitusi. Dikasih pendidikan gratis, kalian pilih makan siang gratis. Yg tolol kalian, yg nanggung akibatnya se-Indonesia Raya!",makan siang gratis,0,,
119,542,1890187170851500079,14/02/2025 6:51:00,"Korban makan siang gratis berjatuhan, program KIP-K (Kartu Indonesia Pintar Kuliah), program Beasiswa Pendidikan Indonesia, dan beasiswa ADIK terancam sebabkan gagal lanjut kuliah 😴",makan siang gratis,0,,
120,547,1890183995176227245,14/02/2025 6:39:00,"Saya kira karena Bapak sudah lama ingin menjadi presiden, pasti ketika jadi presiden akan memberikan yang terbaik. Jika sekiranya program Makan Siang Gratis tidak bisa direalisasikan, tidak perlu malu untuk membatalkannya pak, daripada berbuat kebijakan yg seperti ini",makan siang gratis,0,,
121,561,1890168329681399859,14/02/2025 5:37:00,"Ya bener sih mau mak bapak nya dipenjara, toh anak²nya baik² aja msh bs jln² ke LN, lah anak² lainnya, saat disekolah dpt makan siang gratis, pas plg mak bpk nya kelaparan krn kena phk, mana impian bisa sekolah tinggi semakin sulit digapai",makan siang gratis,0,,
122,564,1890167489176482059,14/02/2025 5:33:00,"kocaknya dia dulu defend makan siang gratis pas aku kritisi tuh program pas kita debat 😂 skrg aku bingung posisi dia jadi oposisi apa engga, udah mulai kritis tp at some point masih dukung prabs lol",makan siang gratis,0,,
123,566,1890166960400507102,14/02/2025 5:31:00,"Intinya ga sehitam putih itu sih, banyak faktor. Ga semua punya taraf berfikir dan kesempatan yg sama, makannya yg penting kalo negara ini mau lebih baik (yg mau2 aja) adalah akses pendidikan yg bisa digapai oleh rakyat miskin, bukan makan siang gratis 🥲",makan siang gratis,0,,
124,577,1890162037906665515,14/02/2025 5:12:00,"Sedikit sulit sih untuk instan dengan makan siang gratis untuk anak merata ke seluruh Indonesia, kenapa? Karna Indonesia negara kepulauan yang sangat luas. Ada sih yang berhasil kayak jepang namun juga butuh proses.",makan siang gratis,0,,
125,580,1890160360264724564,14/02/2025 5:05:00,"harusnya sebelum milih lu mikir, program unggulan mereka ""makan siang bergizi gratis"" itu make dana apa? sebelumnya jg pas kampanye udah banyak yang mempertanyakan ini kok, udah banyak kontra soal program ini dulu wkwkwk https://t.co/92DAevPwO0",makan siang gratis,0,,
126,582,1890159016875356524,14/02/2025 5:00:00,"Inilah tololnya pemerintah saat ini! Ingat, dulu jepang setelah di bom atom, mencari berapa guru yang tersisa untuk segera mendidik masyarakat! Bukan bagi bagi makan gratis yang siangnya sudah jadi kotoran! Makan siang gratis hanya proyek untuk bagi bagi cuan apbn!",makan siang gratis,0,,
127,586,1890149612348141995,14/02/2025 4:22:00,"Menurut gw ada yang lebih penting dari pada program makan siang gratis dan pendidikan, yaitu ditekankan aturan untuk para koruptor kecil/besar agar anggaran untuk rakyat kembali dengan baik dan baru masalah pendidikan dan program makan siang atau lainnya di lanjutkan",makan siang gratis,0,,
128,594,1890133791232184521,14/02/2025 3:19:00,"Bang sy guru non ASN dan non sertifikasi dinaungan kemenag yg biasanya dpt insentif perbulan 250 rb, setelah tau termasuk post Anggaran yg kena efisiensi Jd lemes bang. Mending anak2 sy nda mendapat makan siang gratis disekolah drpd insentif tiba2 hilang kena dampak nya jg..🙏🏻",makan siang gratis,0,,
129,611,1890112034387443948,14/02/2025 1:53:00,"Program makan siang gratis terlalu over dan tidak bisa mencukupi gizi masyarakat bos, kalau hanya dapat yg bergizi saat siang lantas pagi dan malamnya? Tidak semua kalangan masyarakat sudah mampu memenuhi gizi mereka dalam sehari",makan siang gratis,0,,
130,615,1890107313387937871,14/02/2025 1:34:00,"Hadehh fakta di lapangan banyak ortu murid yg nyicil bayar seragam sekolah anaknya.. makan siang gratis emg bermanfaat, tapi lebih baik stabilkan ekonomi jadi yg dulunya gak makan siang, bisa ekonominya lebih baik. Skrg klo semua dipotong, ekonomi gk stabil, daya konsumsi masyar",makan siang gratis,0,,
131,626,1890093400986382792,14/02/2025 0:39:00,Jelas makan siang gratis iku anggarane gede. 1 sekolahan aja udah ada brp murid itu kali harga nasinya 10K anggap aja. Itu baru 1 sekolahan. Kalau semua sekolahan 1 kabupaten apa nggak ratusan sekolahan. Jika anggaran kurang pastinya nyari sumbernya dr yg lain buat nutupin,makan siang gratis,0,,
132,629,1890091684475859442,14/02/2025 0:32:00,"Gua beneran gapapaa, lu ngadain makan bergizi gratis. Tp kalo caranya begini mah mending berantem aja lah hayuk. Okelah anaknya makan siang gratis, tp pagi sama malemnya ortunya udh gabisa ngasih makan lagi karena diphk.",makan siang gratis,0,,
133,630,1890091651437326445,14/02/2025 0:32:00,"baru beberapa bulan tapi berasa the worst presiden ever cuy,hajat org banyak malah demi makan siang gratis,apanya yg gratis kalau ambil dari sana sini,kalau ga mampu mundur aja",makan siang gratis,0,,
134,631,1890091636786622771,14/02/2025 0:32:00,"Dulu beberapa rekan menggaungkan MAKAN SIANG GRATIS. Katanya sih dulu merasa adanya ketimpangan, disaat yang lain bisa jajan dan bawa bekal mereka gak bisa. Jad, berharap anak22 bekalnya sama agar tidak ada kesenjangan. Perasaan mereka Valid, tapi tidak meninjau kebijakan lain",makan siang gratis,0,,
135,632,1890090816129102142,14/02/2025 0:29:00,"Anggaran pendidikan dipotong, anggaran perlindungan saksi dan korban dipotong, anggaran BMKG dipotong, anggaran KPAI dipotong...buat program makan siang gratis? Gimana sih?",makan siang gratis,0,,
136,640,1890082788197712372,13/02/2025 23:57:00,"BABI KATANYA AJA MAU MAJU, GILIRAN BEGIAN MALAH LU HAPUS, BANYAK ORG KALANGAN BAWAH YG BUTUH SARJANA. YG BUTUH NAIKIN EKONOMI KELUARGANYA. HAPUS AJA TUH MAKAN SIANG GRATIS AJG, PERCUMA LU ADAIN KALAU UJUNG’NYA MALAH KIP/KIP-K LU HAPUS JANCOK.",makan siang gratis,0,,
137,647,1890079843884388511,13/02/2025 23:45:00,"Kasih anak makan bergizi gratis, makan siang dan makan malam nya malah terancam karena PHK orang tua nya???",makan siang gratis,0,,
138,650,1890079373233123511,13/02/2025 23:43:00,"Waktu krisis ekonomi 97 di Cina, warganya dikasih tambahan kuota kuliah biar ga nganggur, dan jumlah maba disana naik 5x lipat dalam 1 dekade. Di Indonesia yg sekarang ekonominya ga jelek2 bgt malah mau motong pendidikan buat fokus ke makan siang gratis.",makan siang gratis,0,,
139,656,1890076819782848938,13/02/2025 23:33:00,"Bukan menyimpan dendam, tapi hanya penasaran, kok bisa dulu mereka yang satu baris sebagai “tenaga kesehatan” mendukung program makan siang gratis, sebagai bentuk upaya penyelesaian “STUNTING” apa gak SINTING?",makan siang gratis,0,,
140,661,1890075199082758469,13/02/2025 23:26:00,"menurut aku jika pendidikan diprioritaskan dan tingkat kesejahteraan masyarakat ditingkatkan, tujuan MBG perlahan akan tercapai. makan bergizi gratis tuh konyol, ""anak makan siang gratis, pas malem kelaparan karena ortunya di PHK"" kata-kata semacam ini sering banget seliweran.",makan siang gratis,0,,
141,666,1890072792475083171,13/02/2025 23:17:00,orang mau menempuh pendidikan dengan niat baik masa harus hancur di tengah jalan cuma karna MAKAN SIANG GRATIS itu? gila ya pokoknya gue marah bgt kalau sampai ada temen gue yang niat ikhlas kuliah atau sekolah demi ilmu sampai gabisa melanjutkan pendidikan mereka.,makan siang gratis,0,,
142,667,1890072296871849993,13/02/2025 23:15:00,Gue kadang pengen tau sih kayak apa alasan kuat kalian untuk milih ini paslon? 01 03 pun ga sepenuhnya sempurna tp kok bisa kalian lebih milih makan siang gratis daripada program2 lain yang lebih menyejahterakan rakyat?,makan siang gratis,0,,
143,668,1890072121386393917,13/02/2025 23:14:00,"LU ADA ORANG YG PROGRAM UTAMANYA MAKAN SIANG GRATIS SENILAI 16K DOANG APA GA MIKIR KAHHH?? okehlah klo kemampuan literasi rendah jadi gabisa baca visi misi, tapi dari programnya harusnya dah bisa mikir sih apalagi kegiatan pas kampanye jg joget2 doang https://t.co/1FIxiAXE9k",makan siang gratis,0,,
144,669,1890072063316300281,13/02/2025 23:14:00,"program makan siang gratis kalo nutrisinya gak tercukupi juga percuma kayaknya. indonesia belum siap untuk ambil program itu, gak di saat masih banyak sektor yang perlu diperbaiki supaya program makan siang gratis bisa berjalan tanpa MEMBEBANI.",makan siang gratis,0,,
145,729,1890053361799684476,13/02/2025 22:00:00,"Demi adiknya dpt makan siang gratis, sang kakak harus putus kuliah, sang Bapak jadi tak punya pekerjaan karena di PHK, ngeri amat system barternya",makan siang gratis,0,,
146,731,1890053243390300597,13/02/2025 21:59:00,Serius nanya karna udah lg gak baca2 berita. Itu yg katanya efisiensi anggaran dilakuin tuh buat nutup apa sih? Makan siang gratis kah? Segitunya kah? Kek ini mereka dikasih makan siang gratis biar mereka kelaparan malamnya karna keluarganya gabisa beli makan soalnya gajinya,makan siang gratis,0,,
147,737,1890048377620160603,13/02/2025 21:40:00,Mau sampek kapan sih ngorbanin pihak pihak lain untuk merealisasikan makan gratis itu. Udah banyak pekerja kementrian yang dipulangin karena pemangkasan anggara. Sekarang kalian mau mulangin mahasiswa juga buat makan siang gratis yang kalian junjung-junjung itu?,makan siang gratis,0,,
148,743,1890046893708952005,13/02/2025 21:34:00,apakah tidak terpikir bahwa makan siang gratis tidak lebih penting dibandingkan dengan pendidikan? seharusnya aku maakan untuk hidup bukan hidup untuk makan.,makan siang gratis,0,,
149,744,1890046477122285701,13/02/2025 21:32:00,masih heran kenapa pemerintah mengedepankan makan siang gratis untuk jadi prioritas utama dibandingkan dengan pendidikan dan kesehatan yg skrg jd prioritas tambahan (?) ada apa dengan pemerintahan skrg yg dijalankan oleh pemimpin militer dengan otak ototnya itu?,makan siang gratis,0,,
150,751,1890044031633375365,13/02/2025 21:23:00,"buat apa sih makan siang gratis kalo motong gaji, cabut kip, war gas melon, fasilitas bmkg entah digimanain lah kontol hapus aja program makan siang lo kalo kita jd ga bisa lanjutin hidup mah",makan siang gratis,0,,
151,752,1890043997089042631,13/02/2025 21:22:00,"Makan siang gratis apaan 171 T? sedangkan makanannya cuma itu-itu aja, mending dibuat pendidikan gratis biar cepat menuju Indonesia emas ",makan siang gratis,0,,
152,754,1890043769153831199,13/02/2025 21:22:00,"Anak sekolahan dapet makan siang gratis tiap hari, tapi gak dapet kesempatan buat lanjut pendidikan. Perut kenyang, tapi masa depan terancam. Niat sekolah buat memutus rantai kemiskinan, tapi 'terpaksa' merelakan harapannya demi makan siang.",makan siang gratis,0,,
153,755,1890043674828079613,13/02/2025 21:21:00,apalah arti makan siang gratis di sma klo habis lulus ga bisa lanjut kuliah🤷‍♂️ pendidikan n kesehatan should (even must) be the main priority,makan siang gratis,0,,
154,756,1890043612135924132,13/02/2025 21:21:00,makan siang gratis prioritas. pendidikan efisiensi. sepertinya bro lupa,makan siang gratis,0,,
155,758,1890043297017831550,13/02/2025 21:20:00,"Gara gara efisensi anggaran dipangkas sama makan siang gratis, imbasnya ke kita ngentodddd wowok, wo mana sprei gratis yang kau janjikan itu",makan siang gratis,0,,
156,759,1890043259566911532,13/02/2025 21:20:00,"Keluarga om ku beneran se kuat itu masih bangga2in 02, bahkan bangga bgt waktu liat dapur makan siang gratis dijaga TNI. Pdhl serem bgt ngapain sih TNI masak makan siang buat anak2??? Dipaksa biar makan dgn senang gitu??? Hhhh",makan siang gratis,0,,
157,764,1890040971595076011,13/02/2025 21:10:00,Dapet makan siang gratis disekolah tp dirumah gaada makanan karena ortunya di PHK,makan siang gratis,0,,
158,765,1890040856926892443,13/02/2025 21:10:00,"Ternyata makan siang gratis itu ga beneran gratis. Harus ada ayah yang di phk, ibu yang ngantri gas LPG, kakak yang KIP-K nya terancam dicabut, abang yang susah cari kerja karna efisiensi. Masa hal hal sekecil ini aja harus bohong sih, Ndut?",makan siang gratis,0,,
159,766,1890040589275852925,13/02/2025 21:09:00,berharap apa sama orang yang berpikir bahwa untuk memperbaiki kerusakan negara ini adalah dengan makan siang gratis,makan siang gratis,0,,
160,767,1890040504353784086,13/02/2025 21:09:00,"sependek pengamatan gue, orang di sekitar yang milih si onoh 90% ga nonton debat capres cawapres, bahkan kalo di tanya visi misi mereka cuma jawab makan siang gratis sama kalimat2 asbunnya si gemoy. mereka kiblatnya cuma video2 pendek di tt yang isinya pada DRAMATIS SEMUA",makan siang gratis,0,,
161,769,1890040126602150364,13/02/2025 21:07:00,Anak dosen engga memastikan pemikiran dan pradigma berfikirnya berpendidikan juga bos. Contoh presiden kita paradigma berfikirnya makan doang makanya timbuk makan siang gratis ~ presiden kok dangkal,makan siang gratis,0,,
162,772,1890039758975635460,13/02/2025 21:06:00,"kata bapak, kenapa skrg apa2 mahal dan pajak naik, karna untuk nutupin anggaran makan siang gratis☺️",makan siang gratis,0,,
163,773,1890039730546549142,13/02/2025 21:06:00,Dikasih pilihan Satu keluarga satu sarjana malah pilih makan siang gratis.,makan siang gratis,0,,
164,774,1890039547498807520,13/02/2025 21:05:00,"Pion negara itu pendidikan dan kesehatan... lah ini malah mau diancurin sehancur-hancurnya pendidikannya demi makan siang gratis...??!! YALLAHHHHHHH TOLONG!!!!!! Kebanyakan makan pun bikin bodoh, bikin males.. apalagi klo makannya cmn 1x sehari karna dirmh ortunya nganggur njirrr",makan siang gratis,0,,
165,775,1890039481341976630,13/02/2025 21:05:00,"mama papaku harusnya liat kan segala berita efisiensi ini, tp aku gamau deh berantem lagi ama mama perkara makan siang gratis😃",makan siang gratis,0,,
166,789,1890035347117248567,13/02/2025 20:48:00,"Dikasi 1 rumah 1 sarjana malah lebih milih satu keluarga dijadiin pengangguran demi makan siang gratis anaknya. Padahal si anak belum tentu bisa dapet makan gratis kalo keluarga ga mampu menyekolahkan. 
 
 Gws deh buat yang masih bela atau masih bilang 01,02,03 sama aja.",makan siang gratis,0,,
167,790,1890034642105053265,13/02/2025 20:45:00,Gimana caranya pendidikan gratis? Sama aja kayak makan siang gratis? Suatu hal yang dipaksakan di tengah apbn minus,makan siang gratis,0,,
168,791,1890034242471735686,13/02/2025 20:44:00,"generasi emas katanya, generasi emas lahir bukan hanya dari makan siang gratis, mereka butuh PENDIDIKAN!!! bagaimana bisa menjadi generasi emas kalau PENDIDIKAN saja kalian batasi dana nya???",makan siang gratis,0,,
169,792,1890034219684122683,13/02/2025 20:44:00,"Mengapa? makan siang gratis yang di prioritaskan kan. Kalau kunci sukses orang ada di pendidikan!!!
 
 Sebagai pejabat publik Tertinggi memang anda agah aneh"".",makan siang gratis,0,,
170,797,1890033543059021894,13/02/2025 20:41:00,cuma orang sinting yang milih makan siang gratis dari pada pendidikan gratis,makan siang gratis,0,,
171,798,1890033530954285141,13/02/2025 20:41:00,"satu anak dpt makan siang gratis, tp satu orang tua bisa kehilangan makan malem keluarga",makan siang gratis,0,,
172,799,1890033390780666266,13/02/2025 20:40:00,Sepenting itukah makan siang gratis?? Sampai lupa bahwa pendidikan lebih penting,makan siang gratis,0,,
173,802,1890032761651781756,13/02/2025 20:38:00,"Efisiensi mah seharusnya dana ga terlalu penting yang berlebihan yang dipangkas. Lah, ini justru dana pendidikan yang terancam dipotong. 
 
 Plis daripada mikirin makan siang gratis 1 anak, mending mikirin gimana biar rakyat lu punya kemampuan cari uang buat makan sekeluarga.",makan siang gratis,0,,
174,803,1890031948304932965,13/02/2025 20:35:00,"jujur udah muak banget sama konsep negara yang mau dibangun sama pemerintahan ini. aneh aja sebenernya, buat makan siang gratis harus banyak banget yang jadi korban terutama pendidikan dan kesehatan yang seharusnya jadi prioritas.",makan siang gratis,0,,
175,804,1890031650077389169,13/02/2025 20:33:00,"temen kelas gua jg pada bloon milih prabowo anj padahal visi misi gajelas, cmn diiming imingin makan siang gratis sama kasian karna kalah terus? eh prabowo mah ga kasian YG KASIAN HIDUP KITA DIACAK ACAK",makan siang gratis,0,,
176,806,1890031211407642824,13/02/2025 20:32:00,"Iya, ttp aja ga urgent. Ngasih makan siang gratis itu butuh uang banyak bjir.. kl Indo uangnya turah banyak okelah. Kemarin aja sempat hampir mau naikin pajak. Krn gajadi njuk sampe PHK sama motong subsidi pendidikan. 
 😭 kasarnya sama aja ga guna buat kondisi negara saat ini",makan siang gratis,0,,
177,809,1890030308302745861,13/02/2025 20:28:00,"Dari awal tuh udah nggak masuk akal ngasih makan siang GRATIS buat anak sekolah. Anggarannya dari mana gitu lho???
 
 Eh ternyata kejawab:) aku kira bakal jual tuh lemak gemoy apa gimana gitu",makan siang gratis,0,,
178,810,1890029931910111327,13/02/2025 20:27:00,"Di tawari 1 keluarga 1 sarjana, pendidikan gratis untuk masyarakat tidak mampu malah memilih makan siang gratis ...daammmn",makan siang gratis,0,,
179,811,1890029836049264976,13/02/2025 20:26:00,"Satu anak makan siang gratis, menghilangkan makan malam sekeluarga.
 
 Cr: generasifrustasi",makan siang gratis,0,,
180,814,1890029391943795162,13/02/2025 20:24:00,Ditambah program makan siang gratis IKUU SING NGGARAI PEMANGKASAN ANGGARAN DIBERBAGAI KEMENTRIANN. MELEK SITIK TALAH,makan siang gratis,0,,
181,816,1890028965320073679,13/02/2025 20:23:00,Ditambah KABINET GEMUK + PROGRAM MAKAN SIANG GRATIS MALAH NGGARAI MUBAZIRRR. DELOK EN TALAHHH PEMBAGIAN ANGGARANE. WOWO TERLALU EGOIS ANTI KRITIK,makan siang gratis,0,,
182,818,1890028363898913231,13/02/2025 20:20:00,Menuju Indonesia cemas HAHAHA gue inget bgt di circle gue cmn gue yg pilih 01 tmn gue 02 pda mau outin gue dr group WKWKWKWK MAKAN TUH MAKAN SIANG GRATIS EFISIENSI WKWKWKW OKE GAS OKE GAS JOGETIN AJA 🤣🤣🤪🤪,makan siang gratis,0,,
183,819,1890027748984496427,13/02/2025 20:18:00,"Mampus lu semua anak"" gen-z fomo tolol yg pilih gemoy kemaren, makan tuh makan siang gratis. Dasar manusia-manusia tolol milih makan siang ketimbang 1 keluarga 1 sarjana. LIAT PAKE MATA BUKAN PAKE DENGKUL LIAT UKT NAIK LIAT KIP-K MAU DI ILANGIN. dasar bocah"" tolol gk ada otaknya.",makan siang gratis,0,,
184,823,1890026886669205818,13/02/2025 20:14:00,"potong anggaran pendidikan buat makan siang gratis, pinter engga kenyang bego iyaa 😂",makan siang gratis,0,,
185,824,1890026620079276389,13/02/2025 20:13:00,"Org yg spt Anda sebutkan ini, biasanya anaknya gak sekolah, jd dobel tuh kenanya, gak sekolah gak dapet makan siang gratis",makan siang gratis,0,,
186,825,1890026504631079311,13/02/2025 20:13:00,demi makan siang gratis buat anak sekolah? keknya kalo yang kain berjalan dengan baik makan buat anak sekolah juga bisa beli sendiri gak perlu gratis taii,makan siang gratis,0,,
187,831,1890024973160546613,13/02/2025 20:07:00,"satu anak makan siang gratis menghilangkan makan malam satu keluarga, menghilangkan calon sarjana pertama keluarga miskin.",makan siang gratis,0,,
188,836,1890024165337694377,13/02/2025 20:04:00,"Semua anak sekolah? Kami di Indonesia timur sampai detik ini belum mendapatkan makan siang gratis, padahal kami juga bayar pajak seperti kalian yg di Jawa. Apa ini yg dinamakan dengan keadilan sosial bagi seluruh rakyat Indonesia?",makan siang gratis,0,,
189,837,1890023443221106766,13/02/2025 20:01:00,dapet makan siang gratis tp orang tuanya kehilangan pekerjaan,makan siang gratis,0,,
190,838,1890023043046789322,13/02/2025 19:59:00,"Masalahnya orang goblok itu kalo dikasih solusi orang pinter itu nurut,selama solusi itu masuk akal,la ini elu malah ngeyel,cuma dikaaih janji makan siang gratis buat siswa,tp yg cari makan pada dipecatin akhirnya,kalo itu cuma elu yg nanggung gag masalah cok",makan siang gratis,0,,
191,839,1890022891191972107,13/02/2025 19:59:00,"kok bisa pendidikan diganti makan siang gratis, outputnya ngincer apaan sih wkwk",makan siang gratis,0,,
192,851,1890019127756218694,13/02/2025 19:44:00,adek gw aja td sore pulang sekolah marah marah perkara efisiensi kocak bgt… seorang DENIS pulang pulang ‘katanya efisiensi tp ngasih makan siang gratis… GAK EFISIEN’ 🤙🏻🤙🏻,makan siang gratis,0,,
193,852,1890018855147446397,13/02/2025 19:43:00,"Anaknya makan siang gratis, sorenya ibu bapaknya kena pecat kantor 😂",makan siang gratis,0,,
194,854,1890018141570515076,13/02/2025 19:40:00,"Berarti benar kata pepatah ""tidak ada makan siang gratis"" karena ortunya di PHK.🤣",makan siang gratis,0,,
195,855,1890018059819315400,13/02/2025 19:39:00,"Di janjiin satu keluarga satu sarjana malah pengen makan siang gratis 🤣
 
 Lapar semua sih otaknya ga di pake!",makan siang gratis,0,,
196,857,1890017649842848095,13/02/2025 19:38:00,please lah anjrit GUA GAK BUTUH MAKAN SIANG GRATIS ITU LAH gua hanya mau pendidikan yg bagus anjingggggg https://x.com/kenapagituyakk/kenapagituyakk/status/1889852310391759165…,makan siang gratis,0,,
197,858,1890017462957261177,13/02/2025 19:37:00,"Dikasih pendidikan gratis malah milih makan siang gratis
 Eh...ada efisiensi anggaran
 Mamam tuh joget gemoy",makan siang gratis,0,,
198,859,1890017411186975098,13/02/2025 19:37:00,"Makan tuh makan siang gratis sampe sma, pas tahap selanjutnya udh deeh mampus #savekipkuliah",makan siang gratis,0,,
199,860,1890017186972156057,13/02/2025 19:36:00,"Pendidikan udah ngga ada artinya yg penting makan siang gratis lancar
 Najis!",makan siang gratis,0,,
200,861,1890016859669561520,13/02/2025 19:35:00,"Yang bisa vote pemilu itu orang yang udah punya ktp, berusia legal, yang udah mampu berpikir dan membandingkan mana yang baik dan mana yang buruk. Udah jelas gemoy kemarin visi misinya ga bagus, yang diagung-agungkan makan siang gratis yang ga jelas, tapi kalian tetep milih-- https://x.com/um_fess/status/um_fess/status/1889863353025040556…",makan siang gratis,0,,
201,872,1890013968779088128,13/02/2025 19:23:00,"Secara terang terangan pemerintah memang ingin mematikan kecerdasan bangsa, persetan makan siang gratis, tidak pernah ada negara maju yang menomorduakan pendidikan! TIDAK ADA! WALLAHI how dzolim you are.. #daruratpendidikan #IndonesiaGelap",makan siang gratis,0,,
202,876,1890013281081041379,13/02/2025 19:20:00,"58% bodoh banget ya, udah tau indon banyak hutang TRS LU BERHARAP APA KONTOLLLL DARI AWAL AJA PENDIDIKAN BUAT YG UTAMA PAS KAMPANYE CUMAN ""makan siang gratis makan siang gratis"" SKRG DAMPAKNYA KE SEMUA ORANG KONTOLLLLLL",makan siang gratis,0,,
203,912,1890004963147108505,13/02/2025 18:47:00,"sama dengan kemiskinan, pemerintah akan piara kemiskinan untuk keperluan politik.. makan siang gratis, bansos jadi amunisi andalan untuk mendulang suara",makan siang gratis,0,,
204,919,1890002805475397873,13/02/2025 18:39:00,"dulu pernah meng-edukasi pemilih genap, tpi dia ttp dgn pilihannya. Kondisi dia sekarang nganggur (faktor umur jdi penyebabnya), pdhl dulu ada yg menawarkan batas umur untuk pekerja dihilangkan. Tpi malah pilih yg kasih makan siang (tidak) gratis.",makan siang gratis,0,,
205,920,1890001531535241236,13/02/2025 18:34:00,"Anak makan siang gratis, keluarga kelaparan dirumah.",makan siang gratis,0,,
206,935,1889997521684140066,13/02/2025 18:18:00,"semua muanya dipotong buat anggaran makan siang gratis, at this point gw mikir ini negara apa warteg sih",makan siang gratis,0,,
207,942,1889996343625822246,13/02/2025 18:13:00,"Gara-gara makan siang gratis, sekeluarga sempet ga bisa sarapan & makan malam (gas habis) dan terancam ga bisa dapet makan siang gratis juga (keluarga kehilangan pekerjaan, dan ga bisa lanjut sekolah karena biaya)",makan siang gratis,0,,
208,945,1889996139543593129,13/02/2025 18:12:00,"Gapapa ga pinter, gapapa gaji di bawah umr (mana umr kita termasuk terendah), yg penting makan siang gratis! Oke gas oke gas",makan siang gratis,0,,
